QuestionId,OriginalFileName,NewFileName,MediaFullPath,NewMediaFullPath,LocalMediaPath,Source,SectionCode,language_iso_code,subject_id,subject_name,grade_id,grade_url_text,country_iso_code,parent_id,clone_parent_id,Status,IsSuccess,Success,ErrorMessage
183179603159,183179603159.1.tex,,question/Clone/183179603159/tex/183179603159.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/183179603159/tex/tex/183179603159.1.tex,Database,938197912174,pt,272104131931,Mathematics,923158968214,3,eg,213129827247,769184930654,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
183179603159,183179603159.1.svg,183179603159.01.svg,https://files-cds-chestnut-com.s3.amazonaws.com/question/Clone/183179603159/183179603159.1.svg,183179603159.01.svg,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/183179603159/Updated/183179603159.01.svg,JSON,938197912174,pt,272104131931,Mathematics,923158968214,3,eg,213129827247,769184930654,Success,True,True,
212192398218,212192398218.1.svg,,question/Clone/212192398218/212192398218.1.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/212192398218/tex/212192398218.1.svg,Database,917189021362,pt,986160321713,Mathematics,934185068749,10,eg,814150378713,867196969024,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
212192398218,814150378713.1.1.tex,,question/Clone/212192398218/212192398218.figures/814150378713.1.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/212192398218/tex/212192398218.figures/814150378713.1.1.tex,Database,917189021362,pt,986160321713,Mathematics,934185068749,10,eg,814150378713,867196969024,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
212192398218,814150378713.1.tex,,question/Clone/212192398218/814150378713.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/212192398218/tex/814150378713.1.tex,Database,917189021362,pt,986160321713,Mathematics,934185068749,10,eg,814150378713,867196969024,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
212192398218,212192398218.1.tex,,question/Clone/212192398218/tex/212192398218.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/212192398218/tex/tex/212192398218.1.tex,Database,917189021362,pt,986160321713,Mathematics,934185068749,10,eg,814150378713,867196969024,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
212192398218,212192398218.1.svg,212192398218.01.svg,https://files-cds-chestnut-com.s3.amazonaws.com/question/Clone/212192398218/212192398218.1.svg,212192398218.01.svg,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/212192398218/Updated/212192398218.01.svg,JSON,917189021362,pt,986160321713,Mathematics,934185068749,10,eg,814150378713,867196969024,Success,True,True,
273123157217,273123157217.2.svg,,question/Clone/273123157217/273123157217.2.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/tex/273123157217.2.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
273123157217,965106753767.3.svg,,question/Clone/273123157217/965106753767.3.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/tex/965106753767.3.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
273123157217,273123157217.1.tex,,question/Clone/273123157217/tex/273123157217.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/tex/tex/273123157217.1.tex,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
273123157217,965106753767.2.svg,,question/Clone/273123157217/tex/965106753767.2.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/tex/tex/965106753767.2.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
273123157217,965106753767.3.svg,,question/Clone/273123157217/tex/965106753767.3.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/tex/tex/965106753767.3.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
273123157217,273123157217.1.svg,,question/Clone/273123157217/273123157217.1.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/tex/273123157217.1.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
273123157217,273123157217.3.svg,,question/Clone/273123157217/273123157217.3.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/tex/273123157217.3.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
273123157217,273123157217.4.svg,,question/Clone/273123157217/273123157217.4.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/tex/273123157217.4.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
273123157217,273123157217.5.svg,,question/Clone/273123157217/273123157217.5.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/tex/273123157217.5.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
273123157217,965106753767.1.svg,,question/Clone/273123157217/965106753767.1.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/tex/965106753767.1.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
273123157217,965106753767.2.svg,,question/Clone/273123157217/965106753767.2.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/tex/965106753767.2.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
273123157217,965106753767.4.svg,,question/Clone/273123157217/965106753767.4.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/tex/965106753767.4.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
273123157217,965106753767.5.svg,,question/Clone/273123157217/965106753767.5.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/tex/965106753767.5.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
273123157217,965106753767.1.svg,,question/Clone/273123157217/tex/965106753767.1.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/tex/tex/965106753767.1.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
273123157217,965106753767.4.svg,,question/Clone/273123157217/tex/965106753767.4.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/tex/tex/965106753767.4.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
273123157217,965106753767.5.svg,,question/Clone/273123157217/tex/965106753767.5.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/tex/tex/965106753767.5.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
273123157217,273123157217.3.svg,273123157217.04.svg,https://files-cds-chestnut-com.s3.amazonaws.com/question/Clone/273123157217/273123157217.3.svg,273123157217.04.svg,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/Updated/273123157217.04.svg,JSON,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Success,True,True,
273123157217,273123157217.1.svg,273123157217.03.svg,https://files-cds-chestnut-com.s3.amazonaws.com/question/Clone/273123157217/273123157217.1.svg,273123157217.03.svg,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/Updated/273123157217.03.svg,JSON,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Success,True,True,
273123157217,273123157217.2.svg,273123157217.02.svg,https://files-cds-chestnut-com.s3.amazonaws.com/question/Clone/273123157217/273123157217.2.svg,273123157217.02.svg,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/Updated/273123157217.02.svg,JSON,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Success,True,True,
273123157217,273123157217.4.svg,273123157217.01.svg,https://files-cds-chestnut-com.s3.amazonaws.com/question/Clone/273123157217/273123157217.4.svg,273123157217.01.svg,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/273123157217/Updated/273123157217.01.svg,JSON,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,965106753767,274125451493,Success,True,True,
278171702932,278171702932.2.svg,,question/Clone/278171702932/278171702932.2.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/278171702932/tex/278171702932.2.svg,Database,829128916010,pt,876139201973,Mathematics,898134813215,11,eg,192187680937,463157403450,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
278171702932,278171702932.3.svg,,question/Clone/278171702932/278171702932.3.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/278171702932/tex/278171702932.3.svg,Database,829128916010,pt,876139201973,Mathematics,898134813215,11,eg,192187680937,463157403450,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
278171702932,278171702932.1.tex,,question/Clone/278171702932/tex/278171702932.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/278171702932/tex/tex/278171702932.1.tex,Database,829128916010,pt,876139201973,Mathematics,898134813215,11,eg,192187680937,463157403450,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
278171702932,192187680937.1.tex,,question/Clone/278171702932/192187680937.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/278171702932/tex/192187680937.1.tex,Database,829128916010,pt,876139201973,Mathematics,898134813215,11,eg,192187680937,463157403450,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
278171702932,278171702932.1.svg,,question/Clone/278171702932/278171702932.1.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/278171702932/tex/278171702932.1.svg,Database,829128916010,pt,876139201973,Mathematics,898134813215,11,eg,192187680937,463157403450,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
278171702932,192187680937.1.tex,,question/Clone/278171702932/278171702932.figures/192187680937.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/278171702932/tex/278171702932.figures/192187680937.1.tex,Database,829128916010,pt,876139201973,Mathematics,898134813215,11,eg,192187680937,463157403450,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
278171702932,278171702932.2.svg,278171702932.03.svg,https://files-cds-chestnut-com.s3.amazonaws.com/question/Clone/278171702932/278171702932.2.svg,278171702932.03.svg,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/278171702932/Updated/278171702932.03.svg,JSON,829128916010,pt,876139201973,Mathematics,898134813215,11,eg,192187680937,463157403450,Success,True,True,
278171702932,278171702932.1.svg,278171702932.02.svg,https://files-cds-chestnut-com.s3.amazonaws.com/question/Clone/278171702932/278171702932.1.svg,278171702932.02.svg,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/278171702932/Updated/278171702932.02.svg,JSON,829128916010,pt,876139201973,Mathematics,898134813215,11,eg,192187680937,463157403450,Success,True,True,
278171702932,278171702932.3.svg,278171702932.01.svg,https://files-cds-chestnut-com.s3.amazonaws.com/question/Clone/278171702932/278171702932.3.svg,278171702932.01.svg,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/278171702932/Updated/278171702932.01.svg,JSON,829128916010,pt,876139201973,Mathematics,898134813215,11,eg,192187680937,463157403450,Success,True,True,
284148709450,894189435806.1.1.tex,,question/Clone/284148709450/284148709450.figures/894189435806.1.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/284148709450/tex/284148709450.figures/894189435806.1.1.tex,Database,917191419130,fr,916194089098,Mathématiques,934185068749,10,eg,894189435806,629162436216,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
284148709450,894189435806.1.tex,,question/Clone/284148709450/894189435806.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/284148709450/tex/894189435806.1.tex,Database,917191419130,fr,916194089098,Mathématiques,934185068749,10,eg,894189435806,629162436216,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
284148709450,284148709450.1.tex,,question/Clone/284148709450/tex/284148709450.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/284148709450/tex/tex/284148709450.1.tex,Database,917191419130,fr,916194089098,Mathématiques,934185068749,10,eg,894189435806,629162436216,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
284148709450,284148709450.1.svg,,question/Clone/284148709450/284148709450.1.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/284148709450/tex/284148709450.1.svg,Database,917191419130,fr,916194089098,Mathématiques,934185068749,10,eg,894189435806,629162436216,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
284148709450,284148709450.1.svg,284148709450.01.svg,https://files-cds-chestnut-com.s3.amazonaws.com/question/Clone/284148709450/284148709450.1.svg,284148709450.01.svg,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/284148709450/Updated/284148709450.01.svg,JSON,917191419130,fr,916194089098,Mathématiques,934185068749,10,eg,894189435806,629162436216,Success,True,True,
304146825376,304146825376.1.tex,,question/Clone/304146825376/tex/304146825376.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/304146825376/tex/tex/304146825376.1.tex,Database,917180190168,pt,796174902818,Mathematics,424170340194,9,eg,809193816729,272138701040,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
304146825376,304146825376.1.svg,,question/Clone/304146825376/304146825376.1.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/304146825376/tex/304146825376.1.svg,Database,917180190168,pt,796174902818,Mathematics,424170340194,9,eg,809193816729,272138701040,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
304146825376,809193816729.1.tex,,question/Clone/304146825376/809193816729.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/304146825376/tex/809193816729.1.tex,Database,917180190168,pt,796174902818,Mathematics,424170340194,9,eg,809193816729,272138701040,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
304146825376,809193816729.1.1.tex,,question/Clone/304146825376/304146825376.figures/809193816729.1.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/304146825376/tex/304146825376.figures/809193816729.1.1.tex,Database,917180190168,pt,796174902818,Mathematics,424170340194,9,eg,809193816729,272138701040,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
304146825376,304146825376.1.svg,304146825376.01.svg,https://files-cds-chestnut-com.s3.amazonaws.com/question/Clone/304146825376/304146825376.1.svg,304146825376.01.svg,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/304146825376/Updated/304146825376.01.svg,JSON,917180190168,pt,796174902818,Mathematics,424170340194,9,eg,809193816729,272138701040,Success,True,True,
307167027216,307167027216.1.tex,,question/Clone/307167027216/tex/307167027216.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/307167027216/tex/tex/307167027216.1.tex,Database,917180190168,pt,796174902818,Mathematics,424170340194,9,eg,838193492572,269180261705,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
307167027216,307167027216.1.svg,,question/Clone/307167027216/307167027216.1.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/307167027216/tex/307167027216.1.svg,Database,917180190168,pt,796174902818,Mathematics,424170340194,9,eg,838193492572,269180261705,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
307167027216,838193492572.1.1.tex,,question/Clone/307167027216/307167027216.figures/838193492572.1.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/307167027216/tex/307167027216.figures/838193492572.1.1.tex,Database,917180190168,pt,796174902818,Mathematics,424170340194,9,eg,838193492572,269180261705,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
307167027216,838193492572.1.tex,,question/Clone/307167027216/838193492572.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/307167027216/tex/838193492572.1.tex,Database,917180190168,pt,796174902818,Mathematics,424170340194,9,eg,838193492572,269180261705,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
307167027216,307167027216.1.svg,307167027216.01.svg,https://files-cds-chestnut-com.s3.amazonaws.com/question/Clone/307167027216/307167027216.1.svg,307167027216.01.svg,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/307167027216/Updated/307167027216.01.svg,JSON,917180190168,pt,796174902818,Mathematics,424170340194,9,eg,838193492572,269180261705,Success,True,True,
342134679382,342134679382.1.svg,,question/Clone/342134679382/342134679382.1.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/342134679382/tex/342134679382.1.svg,Database,946129019079,pt,929137643561,Mathematics,206134038329,2,eg,674128047829,149167018972,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
342134679382,674128047829.1.tex,,question/Clone/342134679382/342134679382.figures/674128047829.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/342134679382/tex/342134679382.figures/674128047829.1.tex,Database,946129019079,pt,929137643561,Mathematics,206134038329,2,eg,674128047829,149167018972,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
342134679382,342134679382.1.tex,,question/Clone/342134679382/tex/342134679382.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/342134679382/tex/tex/342134679382.1.tex,Database,946129019079,pt,929137643561,Mathematics,206134038329,2,eg,674128047829,149167018972,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
342134679382,674128047829.1.tex,,question/Clone/342134679382/674128047829.1.tex,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/342134679382/tex/674128047829.1.tex,Database,946129019079,pt,929137643561,Mathematics,206134038329,2,eg,674128047829,149167018972,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
342134679382,342134679382.1.svg,342134679382.01.svg,https://files-cds-chestnut-com.s3.amazonaws.com/question/Clone/342134679382/342134679382.1.svg,342134679382.01.svg,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/342134679382/Updated/342134679382.01.svg,JSON,946129019079,pt,929137643561,Mathematics,206134038329,2,eg,674128047829,149167018972,Success,True,True,
363102067906,363102067906.1.svg,,question/Clone/363102067906/363102067906.1.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/363102067906/tex/363102067906.1.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,812169842632,604120935767,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
363102067906,363102067906.2.svg,,question/Clone/363102067906/363102067906.2.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/363102067906/tex/363102067906.2.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,812169842632,604120935767,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
363102067906,812169842632.2.svg,,question/Clone/363102067906/tex/812169842632.2.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/363102067906/tex/tex/812169842632.2.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,812169842632,604120935767,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
363102067906,363102067906.3.svg,,question/Clone/363102067906/363102067906.3.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/363102067906/tex/363102067906.3.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,812169842632,604120935767,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
363102067906,812169842632.2.svg,,question/Clone/363102067906/812169842632.2.svg,,E:/ContentMigrationPipelineOutput/Step4_OUTPUT/363102067906/tex/812169842632.2.svg,Database,769101818624,ar,108185721980,الكيمياء,934185068749,10,eg,812169842632,604120935767,Skipped,True,True,Record skipped - Status is 'Skipped' (only 'Mapped' records with Source='JSON' are processed)
